남동구청사거리 만수1동 행정복지센터 (39294),37.448721,126.731968,2.17
소구월사거리 버스정류장 (39266),37.45035,126.719147,4.73
모래내시장역 1번 출구 버스정류장 (39338),37.4561,126.718467,5.8
고척시장 버스정류장 (17226),37.503252,126.861888,3.17
광명사거리역 버스정류장 (14245),37.480695,126.854706,5.8
천왕역 3번 출구 버스정류장 (17473),37.48712,126.838758,3.53
역곡남부역 CGV (12134),37.48448,126.811119,6.57
고강사거리 녹십자약국 앞 버스정류장 (13157),37.527156,126.816378,6.7
원종역 3번 출구 버스정류장 (13113),37.523291,126.804714,7.23
도당동우체국 건너편 SK 주유소,37.519962,126.787012,3.8
약대오거리 이룸병원 버스정류장 (57006),37.515788,126.775889,0.9
소래포구역 버스정류장 (39647),37.400929,126.73352,3.63
인천논현역 3번출구 하나은행 앞,37.400965,126.721757,1.83
구월중학교 버스정류장 (39281),37.456479,126.710438,3.37
홈플러스 간석점 맞은편 버스정류장 (39836),37.469424,126.691172,1.37
부평시장역 4번출구 버스정류장 (40361),37.499408,126.721615,7.13
다인 이비인후과 건너편 현대아파트 버스정류장 (40112),37.487737,126.708422,2.53
십정초등학교-더샾부평정문 버스정류장 (40048),37.475111,126.697126,2.23
간석북부역-우성1차아파트 버스정류장 (39370),37.465822,126.693845,2.13
롯데마트 상록점,37.296801,126.863158,2.67
한대앞역 2번출구 버스정류장 (17293),37.309994,126.851595,3.53
맥도날드 안산고잔DT점,37.312877,126.828591,3.23
선부역 3번 출구 게이트볼장 앞 횡단보도,37.335077,126.811448,3.47
대우아파트 버스정류장 (25213),37.342848,126.743776,1.73
건영4차아파트 버스정류장 (25123),37.350929,126.729864,0.57
우리은행 정왕동금융센터,37.35675,126.73023,3.8
신한아파트 버스정류장(25146),37.360649,126.733975,0.87
배곧중심상가 버스정류장 (25943),37.370521,126.728963,2.93
신림역 5번 출구 버스정류쟝 (21350),37.484295,126.928168,18.83
CU 신대방역점 버스정류장 (21353),37.486438,126.913843,4.8
구로디지털단지역 4번 출구,37.485804,126.901136,7.77
구로3동주민센터 건너편 버스정류장 (17929),37.48873,126.892054,2.3
GS25 정발산공원점 건너편 한울정보-넷,37.672271,126.774105,3.2
주엽역 8번 출구 앞,37.670259,126.761931,1.73
대화역 6번 출구 앞,37.676212,126.748274,4.3
일산역 1번 출구 건너편 버스정류장(20190),37.681485,126.768493,5.47
마두역 1번 출구 앞,37.651422,126.777558,5.9
문래역 4번출구 롯데리아 앞,37.51824,126.89588,0.53
영등포시장역 3번 출구,37.522456,126.905346,1.37
당산역 8번출구,37.533112,126.904126,2.27
영등포구청역 7번출구,37.524755,126.896593,2
양평역 1번출구,37.525749,126.885936,1.8
목동역 3번출구,37.526654,126.864493,4.4
마포역 2번출구,37.558089,126.908345,1.67
여의도 4번출구 후방 150M 우리은행 버스정류장 앞(19861),37.52355,126.926934,1.07
영등포역 5번 출구 건너편 맥도날드 옆 버스정류장(19113),37.51699,126.907641,3.83
신도림역 아이파크아파트 버스정류장 앞(17612),37.51075,126.888393,0.6
마곡역 4번출구,37.559185,126.827436,1.7
강서구청역 후문 버스정류장(16910),37.55096,126.850495,1.5
염창역 4번출구,37.547039,126.87859,2.9
양천구청역 2번출구 건너편 어린놀이터 버스정류장 앞(15192),37.514982,126.865132,3.33
